IMAGE_FILENAME,INSECT_ID,DATASET,DPI,DRYMASS_MG,SPLIT,IS_VALID,w_estimate,nl_estimate,NOTES,FOREGROUND_PIXELS,ORIGINAL_IMAGE_FILENAME,SCALE,ROI_SIZE_MM,BF_cbrMG_MM,AREA_MM2
00_data/02_resized/biodiscover-S/2_194010_1_2021_01_18-10-57-43-744.jpg,194010_1,biodiscover-S,1277.6,0.367,train,True,,,,20335,00_data/01_segmented/biodiscover-S/2_194010_1_2021_01_18-10-57-43-744.png,0.8452830188679246,5.2684721352536,0.13589516355082973,8.037515134827395
00_data/02_resized/biodiscover-S/1_194011_1_2021_01_18-10-58-45-065.jpg,194011_1,biodiscover-S,1277.6,4.246,train,True,,,,60090,00_data/01_segmented/biodiscover-S/1_194011_1_2021_01_18-10-58-45-065.png,0.40950639853747717,10.874921728240452,0.14890199738383458,23.750886867557323
00_data/02_resized/biodiscover-S/2_194011_1_2021_01_18-10-58-45-149.jpg,194011_1,biodiscover-S,1277.6,4.246,train,True,,,,37210,00_data/01_segmented/biodiscover-S/2_194011_1_2021_01_18-10-58-45-149.png,0.40950639853747717,10.874921728240452,0.14890199738383458,14.707447168277717
00_data/02_resized/biodiscover-S/1_194012_1_2021_01_18-11-01-21-165.jpg,194012_1,biodiscover-S,1277.6,0.201,train,True,,,,8317,00_data/01_segmented/biodiscover-S/1_194012_1_2021_01_18-11-01-21-165.png,1.4177215189873418,3.141202254226675,0.18648165665769145,3.2873377613159303
00_data/02_resized/biodiscover-S/2_194012_1_2021_01_18-11-01-21-322.jpg,194012_1,biodiscover-S,1277.6,0.201,train,True,,,,8586,00_data/01_segmented/biodiscover-S/2_194012_1_2021_01_18-11-01-21-322.png,1.4267515923566878,3.12132122730119,0.18766943791028823,3.3936614186195238
00_data/02_resized/biodiscover-S/1_194013_1_2021_01_18-11-02-34-731.jpg,194013_1,biodiscover-S,1277.6,1.405,train,True,,,,30581,00_data/01_segmented/biodiscover-S/1_194013_1_2021_01_18-11-02-34-731.png,0.49888641425389757,8.926581089542893,0.12547011236343186,12.087300237922625
00_data/02_resized/biodiscover-S/2_194013_1_2021_01_18-11-02-34-835.jpg,194013_1,biodiscover-S,1277.6,1.405,train,True,,,,41181,00_data/01_segmented/biodiscover-S/2_194013_1_2021_01_18-11-02-34-835.png,0.5614035087719298,7.932529743268629,0.1411931840881727,16.277005693008455
00_data/02_resized/biodiscover-S/1_194014_1_2021_01_18-11-03-41-466.jpg,194014_1,biodiscover-S,1277.6,1.639,train,True,,,,35493,00_data/01_segmented/biodiscover-S/1_194014_1_2021_01_18-11-03-41-466.png,0.5233644859813084,8.509079524107703,0.1385618698405242,14.028793935600135
00_data/02_resized/biodiscover-S/2_194014_1_2021_01_18-11-03-41-647.jpg,194014_1,biodiscover-S,1277.6,1.639,train,True,,,,57154,00_data/01_segmented/biodiscover-S/2_194014_1_2021_01_18-11-03-41-647.png,0.5728900255754475,7.773481527864746,0.15167386263873242,22.59041750754487
00_data/02_resized/biodiscover-S/1_194015_1_2021_01_18-11-04-51-509.jpg,194015_1,biodiscover-S,1277.6,0.387,train,True,,,,22560,00_data/01_segmented/biodiscover-S/1_194015_1_2021_01_18-11-04-51-509.png,0.797153024911032,5.5865685660613655,0.13044432454284846,8.916958025163808
00_data/02_resized/biodiscover-S/2_194015_1_2021_01_18-11-04-51-616.jpg,194015_1,biodiscover-S,1277.6,0.387,train,True,,,,13325,00_data/01_segmented/biodiscover-S/2_194015_1_2021_01_18-11-04-51-616.png,1.3333333333333333,3.3400125234815277,0.21818366188416916,5.26677596122818
00_data/02_resized/biodiscover-S/1_194016_1_2021_01_18-11-06-27-825.jpg,194016_1,biodiscover-S,1277.6,0.012,train,True,,,,3024,00_data/01_segmented/biodiscover-S/1_194016_1_2021_01_18-11-06-27-825.png,2.986666666666667,1.4910770194113965,0.15354193346836081,1.1952518203942977
00_data/02_resized/biodiscover-S/2_194016_1_2021_01_18-11-06-28-070.jpg,194016_1,biodiscover-S,1277.6,0.012,train,True,,,,3143,00_data/01_segmented/biodiscover-S/2_194016_1_2021_01_18-11-06-28-070.png,3.1549295774647885,1.4115529117094552,0.16219218324122625,1.2422871929561103
00_data/02_resized/biodiscover-S/1_194017_1_2021_01_18-11-15-52-164.jpg,194017_1,biodiscover-S,1277.6,0.192,train,True,,,,8531,00_data/01_segmented/biodiscover-S/1_194017_1_2021_01_18-11-15-52-164.png,0.9781659388646288,4.552755165936131,0.1267144414967331,3.371922380880871
00_data/02_resized/biodiscover-S/2_194017_1_2021_01_18-11-15-52-314.jpg,194017_1,biodiscover-S,1277.6,0.192,train,True,,,,11070,00_data/01_segmented/biodiscover-S/2_194017_1_2021_01_18-11-15-52-314.png,1.032258064516129,4.314182842830307,0.13372169171775064,4.375475413943411
00_data/02_resized/biodiscover-S/1_194018_1_2021_01_18-11-17-05-894.jpg,194018_1,biodiscover-S,1277.6,0.282,train,True,,,,8706,00_data/01_segmented/biodiscover-S/1_194018_1_2021_01_18-11-17-05-894.png,1.382716049382716,3.220726361928616,0.20360848607588278,3.441092046412948
00_data/02_resized/biodiscover-S/2_194018_1_2021_01_18-11-17-06-045.jpg,194018_1,biodiscover-S,1277.6,0.282,train,True,,,,9225,00_data/01_segmented/biodiscover-S/2_194018_1_2021_01_18-11-17-06-045.png,1.5033557046979866,2.9622730118973077,0.22137298486102688,3.6462295116195094
00_data/02_resized/biodiscover-S/1_194019_1_2021_01_18-11-18-03-354.jpg,194019_1,biodiscover-S,1277.6,0.328,val,True,,,,8078,00_data/01_segmented/biodiscover-S/1_194019_1_2021_01_18-11-18-03-354.png,1.032258064516129,4.314182842830307,0.15985494199038341,3.1928717609606934
00_data/02_resized/biodiscover-S/2_194019_1_2021_01_18-11-18-03-467.jpg,194019_1,biodiscover-S,1277.6,0.328,val,True,,,,10099,00_data/01_segmented/biodiscover-S/2_194019_1_2021_01_18-11-18-03-467.png,1.1727748691099475,3.79727614276769,0.18161530058593295,3.9916825840482844
00_data/02_resized/biodiscover-S/1_194020_1_2021_01_18-11-47-31-603.jpg,194020_1,biodiscover-S,1277.6,0.071,train,True,,,,4832,00_data/01_segmented/biodiscover-S/1_194020_1_2021_01_18-11-47-31-603.png,1.75,2.5447714464621165,0.16271865024183801,1.9098732791485602
00_data/02_resized/biodiscover-S/2_194020_1_2021_01_18-11-47-31-807.jpg,194020_1,biodiscover-S,1277.6,0.071,train,True,,,,5414,00_data/01_segmented/biodiscover-S/2_194020_1_2021_01_18-11-47-31-807.png,1.763779527559055,2.5248904195366313,0.16399989945634066,2.1399118239466692
00_data/02_resized/biodiscover-S/1_194021_1_2021_01_18-11-48-35-926.jpg,194021_1,biodiscover-S,1277.6,0.051,train,True,,,,2471,00_data/01_segmented/biodiscover-S/1_194021_1_2021_01_18-11-48-35-926.png,2.871794871794872,1.5507201001878523,0.23914243252647302,0.976675677312933
00_data/02_resized/biodiscover-S/2_194021_1_2021_01_18-11-48-36-103.jpg,194021_1,biodiscover-S,1277.6,0.051,train,True,,,,1698,00_data/01_segmented/biodiscover-S/2_194021_1_2021_01_18-11-48-36-103.png,3.343283582089552,1.3320288040075141,0.2784046229412671,0.6711433832769568
00_data/02_resized/biodiscover-S/1_194022_1_2021_01_18-12-48-31-259.jpg,194022_1,biodiscover-S,1277.6,0.254,train,True,,,,12153,00_data/01_segmented/biodiscover-S/1_194022_1_2021_01_18-12-48-31-259.png,1.087378640776699,4.095491546649969,0.15463407650159125,4.803536829779067
00_data/02_resized/biodiscover-S/2_194022_1_2021_01_18-12-48-31-433.jpg,194022_1,biodiscover-S,1277.6,0.254,train,True,,,,16690,00_data/01_segmented/biodiscover-S/2_194022_1_2021_01_18-12-48-31-433.png,0.8028673835125448,5.546806512210395,0.11417426437035053,6.596809815602126
00_data/02_resized/biodiscover-S/1_194023_1_2021_01_18-12-49-36-951.jpg,194023_1,biodiscover-S,1277.6,0.248,train,True,,,,15207,00_data/01_segmented/biodiscover-S/1_194023_1_2021_01_18-12-49-36-951.png,0.7804878048780488,5.705854727614277,0.11011078277854655,6.010646307121721
00_data/02_resized/biodiscover-S/2_194023_1_2021_01_18-12-49-37-030.jpg,194023_1,biodiscover-S,1277.6,0.248,train,True,,,,8361,00_data/01_segmented/biodiscover-S/2_194023_1_2021_01_18-12-49-37-030.png,1.4267515923566878,3.12132122730119,0.20128531628944496,3.3047289915068525
00_data/02_resized/biodiscover-S/1_194024_1_2021_01_18-12-51-29-381.jpg,194024_1,biodiscover-S,1277.6,0.037,test,True,,,,5969,00_data/01_segmented/biodiscover-S/1_194024_1_2021_01_18-12-51-29-381.png,1.7364341085271318,2.5646524733876017,0.12992878708609137,2.3592784774912574
00_data/02_resized/biodiscover-S/2_194024_1_2021_01_18-12-51-29-531.jpg,194024_1,biodiscover-S,1277.6,0.037,test,True,,,,4662,00_data/01_segmented/biodiscover-S/2_194024_1_2021_01_18-12-51-29-531.png,2.24,1.9881026925485283,0.1676081353410579,1.8426798897745422
00_data/02_resized/biodiscover-S/1_194026_1_2021_01_21-13-05-08-906.jpg,194026_1,biodiscover-S,1277.6,1.437,train,True,,,,18154,00_data/01_segmented/biodiscover-S/1_194026_1_2021_01_21-13-05-08-906.png,0.9572649572649573,4.652160300563557,0.24256655399806104,7.175463474681904
00_data/02_resized/biodiscover-S/2_194026_1_2021_01_21-13-05-08-955.jpg,194026_1,biodiscover-S,1277.6,1.437,train,True,,,,21469,00_data/01_segmented/biodiscover-S/2_194026_1_2021_01_21-13-05-08-955.png,0.8389513108614233,5.308234189104571,0.21258641811066023,8.485734567475257
00_data/02_resized/biodiscover-S/1_194027_1_2021_01_21-13-06-22-292.jpg,194027_1,biodiscover-S,1277.6,0.684,train,True,,,,22918,00_data/01_segmented/biodiscover-S/1_194027_1_2021_01_21-13-06-22-292.png,0.7697594501718213,5.7853788353162185,0.15229543934314807,9.058459398080858
00_data/02_resized/biodiscover-S/2_194027_1_2021_01_21-13-06-22-355.jpg,194027_1,biodiscover-S,1277.6,0.684,train,True,,,,20151,00_data/01_segmented/biodiscover-S/2_194027_1_2021_01_21-13-06-22-355.png,0.8057553956834532,5.5269254852849095,0.15941716852106508,7.9647881722108105
00_data/02_resized/biodiscover-S/1_194028_1_2021_01_21-13-07-11-216.jpg,194028_1,biodiscover-S,1277.6,1.011,train,True,,,,20419,00_data/01_segmented/biodiscover-S/1_194028_1_2021_01_21-13-07-11-216.png,0.8484848484848485,5.248591108328115,0.19122337462952574,8.070716574282793
00_data/02_resized/biodiscover-S/2_194028_1_2021_01_21-13-07-11-282.jpg,194028_1,biodiscover-S,1277.6,1.011,train,True,,,,25705,00_data/01_segmented/biodiscover-S/2_194028_1_2021_01_21-13-07-11-282.png,0.797153024911032,5.5865685660613655,0.17965470071955442,10.160035728583141
00_data/02_resized/biodiscover-S/1_194029_1_2021_01_21-13-10-50-896.jpg,194029_1,biodiscover-S,1277.6,0.687,train,True,,,,20648,00_data/01_segmented/biodiscover-S/1_194029_1_2021_01_21-13-10-50-896.png,0.7368421052631579,6.043832185347527,0.14599562733977967,8.161230022321911
00_data/02_resized/biodiscover-S/2_194029_1_2021_01_21-13-10-50-964.jpg,194029_1,biodiscover-S,1277.6,0.687,train,True,,,,18700,00_data/01_segmented/biodiscover-S/2_194029_1_2021_01_21-13-10-50-964.png,0.6530612244897959,6.819192235441453,0.12939554143234117,7.391272831141986
00_data/02_resized/biodiscover-S/1_194031_1_2021_01_21-13-28-42-015.jpg,194031_1,biodiscover-S,1277.6,0.514,test,True,,,,10033,00_data/01_segmented/biodiscover-S/1_194031_1_2021_01_21-13-28-42-015.png,1.4177215189873418,3.141202254226675,0.25501074061302786,3.965595738761901
00_data/02_resized/biodiscover-S/2_194031_1_2021_01_21-13-28-42-096.jpg,194031_1,biodiscover-S,1277.6,0.514,test,True,,,,12360,00_data/01_segmented/biodiscover-S/2_194031_1_2021_01_21-13-28-42-096.png,1.2727272727272727,3.4990607388854102,0.22893009668669548,4.885354662722724
00_data/02_resized/biodiscover-S/1_194032_1_2021_01_21-13-30-22-567.jpg,194032_1,biodiscover-S,1277.6,0.422,train,True,,,,9006,00_data/01_segmented/biodiscover-S/1_194032_1_2021_01_21-13-30-22-567.png,1.1546391752577319,3.8569192235441454,0.19447492241490938,3.5596686158965096
00_data/02_resized/biodiscover-S/2_194032_1_2021_01_21-13-30-22-634.jpg,194032_1,biodiscover-S,1277.6,0.422,train,True,,,,16741,00_data/01_segmented/biodiscover-S/2_194032_1_2021_01_21-13-30-22-634.png,1.0467289719626167,4.254539762053851,0.1762996960209926,6.616967832414331
