IMAGE_FILENAME,INSECT_ID,DATASET,DPI,DRYMASS_MG,SPLIT,IS_VALID,w_estimate,nl_estimate,NOTES
1_194047_1_2021_01_21-14-57-57-993.png,194047_1,biodiscover-S,1277.6,0.012,train,TRUE,,,
1_194048_1_2021_01_21-15-00-34-438.png,194048_1,biodiscover-S,1277.6,0.151,train,TRUE,,,
1_194049_1_2021_01_21-15-02-42-726.png,194049_1,biodiscover-S,1277.6,0.983,train,TRUE,,,
1_194050_1_2021_01_18-13-00-59-455.png,194050_1,biodiscover-S,1277.6,0.038,val,TRUE,,,
1_194051_1_2021_01_18-13-02-18-710.png,194051_1,biodiscover-S,1277.6,0.089,test,TRUE,,,
1_194052_1_2021_01_18-13-03-43-081.png,194052_1,biodiscover-S,1277.6,0.068,train,TRUE,,,
1_194053_1_2021_01_18-13-35-45-124.png,194053_1,biodiscover-S,1277.6,0.056,test,TRUE,,,
1_194054_1_2021_01_18-13-42-04-531.png,194054_1,biodiscover-S,1277.6,0.023,val,TRUE,,,
1_194056_1_2021_01_18-13-44-12-661.png,194056_1,biodiscover-S,1277.6,0.013,train,TRUE,,,
1_194057_1_2021_01_18-13-46-48-127.png,194057_1,biodiscover-S,1277.6,0.018,train,TRUE,,,
1_194058_1_2021_01_18-14-03-16-510.png,194058_1,biodiscover-S,1277.6,0.06,train,TRUE,,,
1_194059_1_2021_01_18-14-04-33-015.png,194059_1,biodiscover-S,1277.6,0.024,train,TRUE,,,
1_194060_1_2021_01_18-14-05-45-290.png,194060_1,biodiscover-S,1277.6,0.012,train,TRUE,,,
1_194061_1_2021_01_18-14-10-17-422.png,194061_1,biodiscover-S,1277.6,0.016,test,TRUE,,,
1_194062_1_2021_01_18-14-55-32-096.png,194062_1,biodiscover-S,1277.6,0.017,train,TRUE,,,
1_194063_1_2021_01_18-14-57-33-096.png,194063_1,biodiscover-S,1277.6,0.014,val,TRUE,,,
1_194064_1_2021_01_18-15-21-13-439.png,194064_1,biodiscover-S,1277.6,0.017,train,TRUE,,,
1_194065_1_2021_01_18-15-22-38-503.png,194065_1,biodiscover-S,1277.6,0.016,train,TRUE,,,
1_194066_1_2021_01_18-15-24-03-609.png,194066_1,biodiscover-S,1277.6,0.052,train,TRUE,,,
1_194067_1_2021_01_18-15-25-07-480.png,194067_1,biodiscover-S,1277.6,0.019,train,TRUE,,,
1_194068_1_2021_01_18-15-26-30-672.png,194068_1,biodiscover-S,1277.6,0.053,train,TRUE,,,
1_194069_1_2021_01_18-15-27-54-665.png,194069_1,biodiscover-S,1277.6,0.08,train,TRUE,,,
1_194070_1_2021_01_18-15-29-06-451.png,194070_1,biodiscover-S,1277.6,0.044,test,TRUE,,,
1_194071_1_2021_01_18-15-57-53-208.png,194071_1,biodiscover-S,1277.6,0.035,train,TRUE,,,
1_194072_1_2021_01_18-15-58-47-748.png,194072_1,biodiscover-S,1277.6,0.027,train,TRUE,,,
1_194073_1_2021_01_18-16-03-49-944.png,194073_1,biodiscover-S,1277.6,0.057,train,TRUE,,,
1_194074_1_2021_01_18-16-04-54-785.png,194074_1,biodiscover-S,1277.6,0.036,train,TRUE,,,
1_194075_1_2021_01_21-15-20-03-701.png,194075_1,biodiscover-S,1277.6,0.367,train,TRUE,,,
1_194076_1_2021_01_21-15-25-39-864.png,194076_1,biodiscover-S,1277.6,0.122,val,TRUE,,,
1_194077_1_2021_01_21-15-29-37-607.png,194077_1,biodiscover-S,1277.6,0.08,train,TRUE,,,
1_194078_1_2021_01_21-15-30-37-298.png,194078_1,biodiscover-S,1277.6,0.038,train,TRUE,,,
1_194079_1_2021_01_21-15-31-19-198.png,194079_1,biodiscover-S,1277.6,0.03,train,TRUE,,,
1_194080_1_2021_01_21-15-32-22-668.png,194080_1,biodiscover-S,1277.6,0.012,train,TRUE,,,
1_194081_1_2021_01_21-15-33-23-391.png,194081_1,biodiscover-S,1277.6,0.025,train,TRUE,,,
1_194083_1_2021_01_21-15-38-56-008.png,194083_1,biodiscover-S,1277.6,0.076,val,TRUE,,,
1_194084_1_2021_01_21-15-39-48-232.png,194084_1,biodiscover-S,1277.6,0.187,test,TRUE,,,
1_194085_1_2021_01_21-15-41-11-821.png,194085_1,biodiscover-S,1277.6,0.069,train,TRUE,,,
1_194086_1_2021_01_21-15-42-58-932.png,194086_1,biodiscover-S,1277.6,0.085,train,TRUE,,,
1_194087_1_2021_01_21-15-43-50-676.png,194087_1,biodiscover-S,1277.6,0.006,train,TRUE,,,
1_194090_1_2021_01_21-15-48-24-020.png,194090_1,biodiscover-S,1277.6,0.067,train,TRUE,,,
1_194091_1_2021_01_21-15-50-45-122.png,194091_1,biodiscover-S,1277.6,0.048,train,TRUE,,,
1_194092_1_2021_01_21-15-54-43-614.png,194092_1,biodiscover-S,1277.6,0.092,train,TRUE,,,
1_194093_1_2021_01_21-15-55-36-999.png,194093_1,biodiscover-S,1277.6,0.038,train,TRUE,,,
1_194095_1_2021_01_21-16-09-32-031.png,194095_1,biodiscover-S,1277.6,0.164,val,TRUE,,,
1_194096_1_2021_01_21-16-10-28-105.png,194096_1,biodiscover-S,1277.6,0.054,train,TRUE,,,
1_194097_1_2021_01_21-16-11-19-068.png,194097_1,biodiscover-S,1277.6,0.026,val,TRUE,,,
1_194098_1_2021_01_21-16-12-12-930.png,194098_1,biodiscover-S,1277.6,0.016,train,TRUE,,,
1_194099_1_2021_01_22-10-22-54-567.png,194099_1,biodiscover-S,1277.6,3.474,test,TRUE,,,
1_194100_1_2021_01_20-10-20-18-008.png,194100_1,biodiscover-S,1277.6,3.112,train,TRUE,,,
1_194101_1_2021_01_20-10-21-39-885.png,194101_1,biodiscover-S,1277.6,1.317,train,TRUE,,,
1_194102_1_2021_01_20-10-26-28-299.png,194102_1,biodiscover-S,1277.6,0.458,train,TRUE,,,
1_194103_1_2021_01_20-10-30-01-103.png,194103_1,biodiscover-S,1277.6,0.627,train,TRUE,,,
1_194104_1_2021_01_20-10-30-58-436.png,194104_1,biodiscover-S,1277.6,0.496,test,TRUE,,,
1_194105_1_2021_01_20-10-32-15-519.png,194105_1,biodiscover-S,1277.6,0.525,train,TRUE,,,
1_194106_1_2021_01_20-10-33-12-008.png,194106_1,biodiscover-S,1277.6,0.336,train,TRUE,,,
1_194107_1_2021_01_20-10-45-43-235.png,194107_1,biodiscover-S,1277.6,0.928,train,TRUE,,,
1_194108_1_2021_01_20-10-47-19-671.png,194108_1,biodiscover-S,1277.6,0.227,train,TRUE,,,
1_194109_1_2021_01_20-10-49-23-903.png,194109_1,biodiscover-S,1277.6,0.223,val,TRUE,,,
1_194110_1_2021_01_20-10-50-38-287.png,194110_1,biodiscover-S,1277.6,0.258,train,TRUE,,,
1_194111_1_2021_01_20-10-58-48-613.png,194111_1,biodiscover-S,1277.6,0.451,train,TRUE,,,
1_194112_1_2021_01_20-10-59-41-262.png,194112_1,biodiscover-S,1277.6,0.22,test,TRUE,,,
1_194113_1_2021_01_20-11-15-03-908.png,194113_1,biodiscover-S,1277.6,0.478,train,TRUE,,,
1_194114_1_2021_01_20-14-35-36-891.png,194114_1,biodiscover-S,1277.6,0.206,test,TRUE,,,
1_194115_1_2021_01_20-14-37-25-269.png,194115_1,biodiscover-S,1277.6,0.48,train,TRUE,,,
1_194116_1_2021_01_20-14-45-28-864.png,194116_1,biodiscover-S,1277.6,0.535,train,TRUE,,,
1_194117_1_2021_01_20-14-50-51-439.png,194117_1,biodiscover-S,1277.6,0.301,train,TRUE,,,
1_194118_1_2021_01_20-14-52-26-863.png,194118_1,biodiscover-S,1277.6,0.797,train,TRUE,,,
1_194119_1_2021_01_20-15-16-26-828.png,194119_1,biodiscover-S,1277.6,2.063,train,TRUE,,,
1_194120_1_2021_01_20-15-17-53-938.png,194120_1,biodiscover-S,1277.6,5.339,train,TRUE,,,
1_194121_1_2021_01_20-15-27-06-425.png,194121_1,biodiscover-S,1277.6,1.292,test,TRUE,,,
1_194122_1_2021_01_20-15-28-01-462.png,194122_1,biodiscover-S,1277.6,0.232,train,TRUE,,,
1_194123_1_2021_01_20-15-28-57-063.png,194123_1,biodiscover-S,1277.6,0.74,train,TRUE,,,
1_194124_1_2021_01_20-15-29-54-707.png,194124_1,biodiscover-S,1277.6,0.045,train,TRUE,,,
1_194125_1_2021_01_22-12-20-56-163.png,194125_1,biodiscover-S,1277.6,0.174,train,TRUE,,,
1_194126_1_2021_01_22-12-22-47-401.png,194126_1,biodiscover-S,1277.6,0.047,train,TRUE,,,
1_194127_1_2021_01_22-12-23-53-231.png,194127_1,biodiscover-S,1277.6,0.035,test,TRUE,,,
1_194128_1_2021_01_22-12-31-39-364.png,194128_1,biodiscover-S,1277.6,0.008,train,TRUE,,,
1_194130_1_2021_01_22-13-18-16-056.png,194130_1,biodiscover-S,1277.6,0.886,train,TRUE,,,
1_194131_1_2021_01_22-13-18-58-136.png,194131_1,biodiscover-S,1277.6,0.707,val,TRUE,,,
1_194132_1_2021_01_22-13-19-33-953.png,194132_1,biodiscover-S,1277.6,1.565,train,TRUE,,,
1_194133_1_2021_01_22-13-20-06-179.png,194133_1,biodiscover-S,1277.6,1.097,train,TRUE,,,
1_194134_1_2021_01_22-13-20-43-202.png,194134_1,biodiscover-S,1277.6,1.629,train,TRUE,,,
1_194135_1_2021_01_22-13-22-03-417.png,194135_1,biodiscover-S,1277.6,0.091,train,TRUE,,,
1_194136_1_2021_01_22-13-22-47-686.png,194136_1,biodiscover-S,1277.6,0.097,train,TRUE,,,
1_194137_1_2021_01_22-13-27-16-468.png,194137_1,biodiscover-S,1277.6,0.168,val,TRUE,,,
1_194138_1_2021_01_22-13-28-06-369.png,194138_1,biodiscover-S,1277.6,0.038,train,TRUE,,,
1_194139_1_2021_01_22-13-28-49-544.png,194139_1,biodiscover-S,1277.6,0.315,val,TRUE,,,
1_194140_1_2021_01_22-13-29-34-392.png,194140_1,biodiscover-S,1277.6,0.085,train,TRUE,,,
1_194141_1_2021_01_22-13-36-21-825.png,194141_1,biodiscover-S,1277.6,0.097,train,TRUE,,,
1_194142_1_2021_01_22-13-37-15-853.png,194142_1,biodiscover-S,1277.6,0.107,train,TRUE,,,
1_194143_1_2021_01_22-13-38-14-703.png,194143_1,biodiscover-S,1277.6,0.022,train,TRUE,,,
1_194144_1_2021_01_22-13-38-55-876.png,194144_1,biodiscover-S,1277.6,0.006,train,TRUE,,,
1_194145_1_2021_01_22-13-49-15-657.png,194145_1,biodiscover-S,1277.6,1.589,test,TRUE,,,
1_194146_1_2021_01_22-13-50-09-308.png,194146_1,biodiscover-S,1277.6,1.288,train,TRUE,,,
1_194147_1_2021_01_22-13-51-08-699.png,194147_1,biodiscover-S,1277.6,0.631,train,TRUE,,,
1_194148_1_2021_01_22-13-51-52-294.png,194148_1,biodiscover-S,1277.6,0.964,train,TRUE,,,
1_194149_1_2021_01_22-13-56-20-263.png,194149_1,biodiscover-S,1277.6,1.826,train,TRUE,,,
1_194150_1_2021_01_20-15-42-38-050.png,194150_1,biodiscover-S,1277.6,6.305,train,TRUE,,,
1_194151_1_2021_01_20-15-43-47-923.png,194151_1,biodiscover-S,1277.6,2.068,train,TRUE,,,
1_194152_1_2021_01_20-15-49-10-325.png,194152_1,biodiscover-S,1277.6,0.072,train,TRUE,,,
1_194153_1_2021_01_20-16-10-05-155.png,194153_1,biodiscover-S,1277.6,2.009,val,TRUE,,,
1_194154_1_2021_01_20-16-12-21-787.png,194154_1,biodiscover-S,1277.6,0.606,train,TRUE,,,
1_194155_1_2021_01_20-16-13-53-004.png,194155_1,biodiscover-S,1277.6,0.766,train,TRUE,,,
1_194156_1_2021_01_20-16-14-54-813.png,194156_1,biodiscover-S,1277.6,1.06,train,TRUE,,,
1_194157_1_2021_01_20-16-16-00-047.png,194157_1,biodiscover-S,1277.6,2.388,train,TRUE,,,
1_194159_1_2021_01_20-16-39-18-741.png,194159_1,biodiscover-S,1277.6,0.653,train,TRUE,,,
1_194160_1_2021_01_20-16-40-10-434.png,194160_1,biodiscover-S,1277.6,0.407,train,TRUE,,,
1_194161_1_2021_01_20-16-41-21-919.png,194161_1,biodiscover-S,1277.6,0.898,train,TRUE,,,
1_194162_1_2021_01_20-16-42-21-712.png,194162_1,biodiscover-S,1277.6,0.547,train,TRUE,,,
1_194163_1_2021_01_20-17-04-59-280.png,194163_1,biodiscover-S,1277.6,0.166,train,TRUE,,,
1_194164_1_2021_01_20-17-06-37-844.png,194164_1,biodiscover-S,1277.6,0.139,val,TRUE,,,
1_194165_1_2021_01_20-17-08-26-970.png,194165_1,biodiscover-S,1277.6,0.095,train,TRUE,,,
1_194166_1_2021_01_20-17-09-40-832.png,194166_1,biodiscover-S,1277.6,0.133,train,TRUE,,,
1_194167_1_2021_01_20-17-18-45-012.png,194167_1,biodiscover-S,1277.6,0.066,train,TRUE,,,
1_194168_1_2021_01_20-17-19-59-988.png,194168_1,biodiscover-S,1277.6,0.136,train,TRUE,,,
1_194169_1_2021_01_20-17-22-54-934.png,194169_1,biodiscover-S,1277.6,0.072,val,TRUE,,,
1_194170_1_2021_01_21-12-55-57-524.png,194170_1,biodiscover-S,1277.6,2.391,train,TRUE,,,
1_194171_1_2021_01_21-12-56-56-273.png,194171_1,biodiscover-S,1277.6,2.104,train,TRUE,,,
1_194172_1_2021_01_21-12-57-43-148.png,194172_1,biodiscover-S,1277.6,2.552,train,TRUE,,,
1_194175_1_2021_01_22-14-18-02-552.png,194175_1,biodiscover-S,1277.6,0.141,train,TRUE,,,
1_194176_1_2021_01_22-14-21-53-474.png,194176_1,biodiscover-S,1277.6,0.093,train,TRUE,,,
1_194177_1_2021_01_22-14-22-54-846.png,194177_1,biodiscover-S,1277.6,0.038,train,TRUE,,,
1_194178_1_2021_01_22-14-23-49-050.png,194178_1,biodiscover-S,1277.6,0.057,train,TRUE,,,
1_194179_1_2021_01_22-14-25-38-338.png,194179_1,biodiscover-S,1277.6,0.194,train,TRUE,,,
1_194180_1_2021_01_22-14-26-34-885.png,194180_1,biodiscover-S,1277.6,0.022,train,TRUE,,,
1_194181_1_2021_01_22-14-27-58-150.png,194181_1,biodiscover-S,1277.6,0.014,train,TRUE,,,
1_194182_1_2021_01_22-14-28-45-508.png,194182_1,biodiscover-S,1277.6,0.024,train,TRUE,,,
1_194183_1_2021_01_22-14-29-34-122.png,194183_1,biodiscover-S,1277.6,0.132,train,TRUE,,,
1_194184_1_2021_01_22-14-30-29-775.png,194184_1,biodiscover-S,1277.6,0.015,train,TRUE,,,
1_194185_1_2021_01_22-14-31-46-559.png,194185_1,biodiscover-S,1277.6,0.005,train,TRUE,,,
1_194186_1_2021_01_22-14-35-17-584.png,194186_1,biodiscover-S,1277.6,0.037,train,TRUE,,,
1_194187_1_2021_01_22-14-44-51-824.png,194187_1,biodiscover-S,1277.6,0.312,train,TRUE,,,
1_194188_1_2021_01_22-14-46-16-398.png,194188_1,biodiscover-S,1277.6,2.511,train,TRUE,,,
1_194189_1_2021_01_22-14-46-47-372.png,194189_1,biodiscover-S,1277.6,1.174,train,TRUE,,,
1_194190_1_2021_01_22-14-47-27-453.png,194190_1,biodiscover-S,1277.6,0.139,train,TRUE,,,
1_194191_1_2021_01_22-14-49-03-277.png,194191_1,biodiscover-S,1277.6,0.151,val,TRUE,,,
1_194192_1_2021_01_22-14-50-07-494.png,194192_1,biodiscover-S,1277.6,0.047,train,TRUE,,,
1_194193_1_2021_01_22-14-54-25-797.png,194193_1,biodiscover-S,1277.6,0.026,train,TRUE,,,
1_194194_1_2021_01_22-14-55-06-432.png,194194_1,biodiscover-S,1277.6,0.025,test,TRUE,,,
1_194195_1_2021_01_22-14-56-01-841.png,194195_1,biodiscover-S,1277.6,0.008,val,TRUE,,,
1_194196_1_2021_01_22-16-07-09-074.png,194196_1,biodiscover-S,1277.6,0.78,test,TRUE,,,
1_194197_1_2021_01_22-16-07-58-522.png,194197_1,biodiscover-S,1277.6,1.921,train,TRUE,,,
1_194198_1_2021_01_22-16-08-39-869.png,194198_1,biodiscover-S,1277.6,0.008,train,TRUE,,,
1_194199_1_2021_01_22-16-09-33-787.png,194199_1,biodiscover-S,1277.6,0.121,test,TRUE,,,
1_194210_1_2021_01_20-10-09-17-553.png,194210_1,biodiscover-S,1277.6,4.05,train,TRUE,,,
1_194211_1_2021_01_20-10-10-15-717.png,194211_1,biodiscover-S,1277.6,2.252,train,TRUE,,,
1_194212_1_2021_01_20-10-19-09-019.png,194212_1,biodiscover-S,1277.6,1.282,train,TRUE,,,
1_194213_1_2021_01_20-10-07-36-010.png,194213_1,biodiscover-S,1277.6,6.486,train,TRUE,,,
1_194225_1_2021_01_22-16-25-38-312.png,194225_1,biodiscover-S,1277.6,3.811,train,TRUE,,,
1_194226_1_2021_01_22-16-26-19-073.png,194226_1,biodiscover-S,1277.6,0.654,train,TRUE,,,
1_194227_1_2021_01_22-16-27-12-489.png,194227_1,biodiscover-S,1277.6,0.034,test,TRUE,,,
1_194228_1_2021_01_22-16-28-31-919.png,194228_1,biodiscover-S,1277.6,0.055,train,TRUE,,,
1_194229_1_2021_01_22-16-42-45-738.png,194229_1,biodiscover-S,1277.6,0.735,train,TRUE,,,
1_194230_1_2021_01_22-16-43-21-295.png,194230_1,biodiscover-S,1277.6,0.889,train,TRUE,,,
1_194231_1_2021_01_22-16-44-00-239.png,194231_1,biodiscover-S,1277.6,0.151,train,TRUE,,,
1_194232_1_2021_01_22-16-45-28-580.png,194232_1,biodiscover-S,1277.6,0.119,train,TRUE,,,
1_194233_1_2021_01_25-10-24-54-796.png,194233_1,biodiscover-S,1277.6,0.378,train,TRUE,,,
1_194234_1_2021_01_25-10-34-41-477.png,194234_1,biodiscover-S,1277.6,0.195,train,TRUE,,,
1_194235_1_2021_01_25-10-35-55-093.png,194235_1,biodiscover-S,1277.6,0.064,val,TRUE,,,
1_194236_1_2021_01_25-10-40-21-887.png,194236_1,biodiscover-S,1277.6,2.251,train,TRUE,,,
1_194237_1_2021_01_25-10-48-48-030.png,194237_1,biodiscover-S,1277.6,0.133,train,TRUE,,,
1_194238_1_2021_01_25-10-50-07-518.png,194238_1,biodiscover-S,1277.6,0.081,train,TRUE,,,
1_194239_1_2021_01_25-10-50-58-012.png,194239_1,biodiscover-S,1277.6,0.075,train,TRUE,,,
1_194240_1_2021_01_25-10-51-47-012.png,194240_1,biodiscover-S,1277.6,0.7715,train,TRUE,,,
1_194241_1_2021_01_25-10-52-31-650.png,194241_1,biodiscover-S,1277.6,1.321,val,TRUE,,,
1_194242_1_2021_01_25-10-55-30-937.png,194242_1,biodiscover-S,1277.6,0.678,train,TRUE,,,
1_194243_1_2021_01_25-10-57-17-360.png,194243_1,biodiscover-S,1277.6,0.502,train,TRUE,,,
1_194244_1_2021_01_25-10-58-25-281.png,194244_1,biodiscover-S,1277.6,0.709,train,TRUE,,,
1_194245_1_2021_01_25-11-02-00-294.png,194245_1,biodiscover-S,1277.6,0.045,train,TRUE,,,
1_194247_1_2021_01_25-11-03-44-509.png,194247_1,biodiscover-S,1277.6,0.047,train,TRUE,,,
1_194248_1_2021_01_25-11-04-28-200.png,194248_1,biodiscover-S,1277.6,0.048,train,TRUE,,,
1_194249_1_2021_01_25-11-05-41-299.png,194249_1,biodiscover-S,1277.6,0.019,train,TRUE,,,
1_194250_1_2021_01_18-16-13-53-213.png,194250_1,biodiscover-S,1277.6,0.466,train,TRUE,,,
1_194251_1_2021_01_18-16-15-05-585.png,194251_1,biodiscover-S,1277.6,0.319,train,TRUE,,,
1_194252_1_2021_01_18-16-15-55-764.png,194252_1,biodiscover-S,1277.6,0.174,train,TRUE,,,
1_194253_1_2021_01_18-16-16-54-432.png,194253_1,biodiscover-S,1277.6,0.202,val,TRUE,,,
1_194254_1_2021_01_18-16-17-45-215.png,194254_1,biodiscover-S,1277.6,0.217,train,TRUE,,,
1_194255_1_2021_01_18-16-26-19-645.png,194255_1,biodiscover-S,1277.6,0.334,train,TRUE,,,
1_194256_1_2021_01_18-16-27-07-680.png,194256_1,biodiscover-S,1277.6,1.992,test,TRUE,,,
1_194257_1_2021_01_18-16-28-16-199.png,194257_1,biodiscover-S,1277.6,2.317,train,TRUE,,,
1_194258_1_2021_01_18-16-32-03-875.png,194258_1,biodiscover-S,1277.6,0.096,train,TRUE,,,
1_194259_1_2021_01_18-16-33-13-337.png,194259_1,biodiscover-S,1277.6,0.065,train,TRUE,,,
1_194260_1_2021_01_18-16-34-02-349.png,194260_1,biodiscover-S,1277.6,0.099,test,TRUE,,,
1_194261_1_2021_01_18-16-34-53-488.png,194261_1,biodiscover-S,1277.6,0.094,train,TRUE,,,
1_194262_1_2021_01_18-16-35-34-715.png,194262_1,biodiscover-S,1277.6,0.07,test,TRUE,,,
1_194263_1_2021_01_19-09-04-00-768.png,194263_1,biodiscover-S,1277.6,0.682,train,TRUE,,,
1_194264_1_2021_01_19-09-05-08-267.png,194264_1,biodiscover-S,1277.6,0.421,train,TRUE,,,
1_194265_1_2021_01_19-09-06-13-154.png,194265_1,biodiscover-S,1277.6,0.462,train,TRUE,,,
