,IMAGE_FILENAME,INSECT_ID,DATASET,DPI,DRYMASS_MG,SPLIT,IS_VALID,NOTES
21,crop_2025-05-07_001_B1_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B1,EntoScan,3200.0,4.38,train,True,
22,crop_2025-05-07_001_B1_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B1,EntoScan,3200.0,4.38,train,True,
23,crop_2025-05-07_001_B1_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B1,EntoScan,3200.0,4.38,train,True,
24,crop_2025-05-07_001_B2_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B2,EntoScan,3200.0,0.12,train,True,
25,crop_2025-05-07_001_B2_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B2,EntoScan,3200.0,0.12,train,True,
26,crop_2025-05-07_001_B2_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B2,EntoScan,3200.0,0.12,train,True,
27,crop_2025-05-07_001_B2_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B2,EntoScan,3200.0,0.12,train,True,
28,crop_2025-05-07_001_B3_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B3,EntoScan,3200.0,0.28,train,True,
29,crop_2025-05-07_001_B3_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B3,EntoScan,3200.0,0.28,train,True,
30,crop_2025-05-07_001_B3_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B3,EntoScan,3200.0,0.28,train,True,
31,crop_2025-05-07_001_B3_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B3,EntoScan,3200.0,0.28,train,True,
32,crop_2025-05-07_001_B4_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B4,EntoScan,3200.0,2.17,train,True,
33,crop_2025-05-07_001_B4_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B4,EntoScan,3200.0,2.17,train,True,
34,crop_2025-05-07_001_B4_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B4,EntoScan,3200.0,2.17,train,True,
35,crop_2025-05-07_001_B4_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B4,EntoScan,3200.0,2.17,train,True,
36,crop_2025-05-07_001_B5_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B5,EntoScan,3200.0,0.13,train,True,
37,crop_2025-05-07_001_B5_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B5,EntoScan,3200.0,0.13,train,True,
38,crop_2025-05-07_001_B5_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B5,EntoScan,3200.0,0.13,train,True,
39,crop_2025-05-07_001_B5_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B5,EntoScan,3200.0,0.13,train,True,
40,crop_2025-05-07_001_B6_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B6,EntoScan,3200.0,0.11,train,True,
41,crop_2025-05-07_001_B6_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B6,EntoScan,3200.0,0.11,train,True,
42,crop_2025-05-07_001_B6_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B6,EntoScan,3200.0,0.11,train,True,
43,crop_2025-05-07_001_B6_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_B6,EntoScan,3200.0,0.11,train,True,
44,crop_2025-05-07_001_C1_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C1,EntoScan,3200.0,0.43,train,True,
45,crop_2025-05-07_001_C1_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C1,EntoScan,3200.0,0.43,train,True,
46,crop_2025-05-07_001_C1_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C1,EntoScan,3200.0,0.43,train,True,
47,crop_2025-05-07_001_C1_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C1,EntoScan,3200.0,0.43,train,True,
48,crop_2025-05-07_001_C2_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C2,EntoScan,3200.0,4.61,train,True,
49,crop_2025-05-07_001_C2_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C2,EntoScan,3200.0,4.61,train,True,
50,crop_2025-05-07_001_C2_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C2,EntoScan,3200.0,4.61,train,True,
51,crop_2025-05-07_001_C2_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C2,EntoScan,3200.0,4.61,train,True,
52,crop_2025-05-07_001_C3_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C3,EntoScan,3200.0,1.28,train,True,
53,crop_2025-05-07_001_C3_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C3,EntoScan,3200.0,1.28,train,True,
54,crop_2025-05-07_001_C3_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C3,EntoScan,3200.0,1.28,train,True,
55,crop_2025-05-07_001_C3_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C3,EntoScan,3200.0,1.28,train,True,
56,crop_2025-05-07_001_C4_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C4,EntoScan,3200.0,4.12,train,True,
57,crop_2025-05-07_001_C4_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C4,EntoScan,3200.0,4.12,train,True,
58,crop_2025-05-07_001_C4_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C4,EntoScan,3200.0,4.12,train,True,
59,crop_2025-05-07_001_C4_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C4,EntoScan,3200.0,4.12,train,True,
60,crop_2025-05-07_001_C5_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C5,EntoScan,3200.0,4.9,train,True,
61,crop_2025-05-07_001_C5_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C5,EntoScan,3200.0,4.9,train,True,
62,crop_2025-05-07_001_C5_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C5,EntoScan,3200.0,4.9,train,True,
63,crop_2025-05-07_001_C5_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C5,EntoScan,3200.0,4.9,train,True,
64,crop_2025-05-07_001_C6_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C6,EntoScan,3200.0,0.12,train,True,
65,crop_2025-05-07_001_C6_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C6,EntoScan,3200.0,0.12,train,True,
66,crop_2025-05-07_001_C6_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C6,EntoScan,3200.0,0.12,train,True,
67,crop_2025-05-07_001_C6_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_C6,EntoScan,3200.0,0.12,train,True,
68,crop_2025-05-07_001_D1_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D1,EntoScan,3200.0,0.67,train,True,
69,crop_2025-05-07_001_D1_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D1,EntoScan,3200.0,0.67,train,True,
70,crop_2025-05-07_001_D1_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D1,EntoScan,3200.0,0.67,train,True,
71,crop_2025-05-07_001_D1_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D1,EntoScan,3200.0,0.67,train,True,
72,crop_2025-05-07_001_D2_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D2,EntoScan,3200.0,0.12,train,True,
73,crop_2025-05-07_001_D2_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D2,EntoScan,3200.0,0.12,train,True,
74,crop_2025-05-07_001_D2_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D2,EntoScan,3200.0,0.12,train,True,
75,crop_2025-05-07_001_D2_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D2,EntoScan,3200.0,0.12,train,True,
76,crop_2025-05-07_001_D3_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D3,EntoScan,3200.0,3.11,train,True,
77,crop_2025-05-07_001_D3_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D3,EntoScan,3200.0,3.11,train,True,
78,crop_2025-05-07_001_D3_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D3,EntoScan,3200.0,3.11,train,True,
79,crop_2025-05-07_001_D3_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D3,EntoScan,3200.0,3.11,train,True,
80,crop_2025-05-07_001_D4_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D4,EntoScan,3200.0,0.12,train,True,
81,crop_2025-05-07_001_D4_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D4,EntoScan,3200.0,0.12,train,True,
82,crop_2025-05-07_001_D4_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D4,EntoScan,3200.0,0.12,train,True,
83,crop_2025-05-07_001_D4_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D4,EntoScan,3200.0,0.12,train,True,
84,crop_2025-05-07_001_D5_14-50-10_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D5,EntoScan,3200.0,0.13,train,True,
85,crop_2025-05-07_001_D5_14-55-44_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D5,EntoScan,3200.0,0.13,train,True,
86,crop_2025-05-07_001_D5_15-01-34_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D5,EntoScan,3200.0,0.13,train,True,
87,crop_2025-05-07_001_D5_15-06-27_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_001_D5,EntoScan,3200.0,0.13,train,True,
88,crop_2025-05-07_002_A1_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A1,EntoScan,3200.0,4.98,train,True,
89,crop_2025-05-07_002_A1_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A1,EntoScan,3200.0,4.98,train,True,
90,crop_2025-05-07_002_A1_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A1,EntoScan,3200.0,4.98,train,True,
91,crop_2025-05-07_002_A1_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A1,EntoScan,3200.0,4.98,train,True,
92,crop_2025-05-07_002_A2_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A2,EntoScan,3200.0,0.25,val,True,
93,crop_2025-05-07_002_A2_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A2,EntoScan,3200.0,0.25,val,True,
94,crop_2025-05-07_002_A2_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A2,EntoScan,3200.0,0.25,val,True,
95,crop_2025-05-07_002_A2_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A2,EntoScan,3200.0,0.25,val,True,
96,crop_2025-05-07_002_A3_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A3,EntoScan,3200.0,5.08,train,True,
97,crop_2025-05-07_002_A3_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A3,EntoScan,3200.0,5.08,train,True,
98,crop_2025-05-07_002_A3_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A3,EntoScan,3200.0,5.08,train,True,
99,crop_2025-05-07_002_A3_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A3,EntoScan,3200.0,5.08,train,True,
100,crop_2025-05-07_002_A4_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A4,EntoScan,3200.0,1.52,train,True,
101,crop_2025-05-07_002_A4_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A4,EntoScan,3200.0,1.52,train,True,
102,crop_2025-05-07_002_A4_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A4,EntoScan,3200.0,1.52,train,True,
103,crop_2025-05-07_002_A4_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A4,EntoScan,3200.0,1.52,train,True,
104,crop_2025-05-07_002_A5_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A5,EntoScan,3200.0,0.88,train,True,
105,crop_2025-05-07_002_A5_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A5,EntoScan,3200.0,0.88,train,True,
106,crop_2025-05-07_002_A5_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A5,EntoScan,3200.0,0.88,train,True,
107,crop_2025-05-07_002_A5_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A5,EntoScan,3200.0,0.88,train,True,
108,crop_2025-05-07_002_A6_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A6,EntoScan,3200.0,5.36,train,True,
109,crop_2025-05-07_002_A6_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A6,EntoScan,3200.0,5.36,train,True,
110,crop_2025-05-07_002_A6_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A6,EntoScan,3200.0,5.36,train,True,
111,crop_2025-05-07_002_A6_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_A6,EntoScan,3200.0,5.36,train,True,
112,crop_2025-05-07_002_B1_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B1,EntoScan,3200.0,0.12,train,True,
113,crop_2025-05-07_002_B1_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B1,EntoScan,3200.0,0.12,train,True,
114,crop_2025-05-07_002_B1_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B1,EntoScan,3200.0,0.12,train,True,
115,crop_2025-05-07_002_B1_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B1,EntoScan,3200.0,0.12,train,True,
116,crop_2025-05-07_002_B2_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B2,EntoScan,3200.0,0.16,test,True,
117,crop_2025-05-07_002_B2_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B2,EntoScan,3200.0,0.16,test,True,
118,crop_2025-05-07_002_B2_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B2,EntoScan,3200.0,0.16,test,True,
119,crop_2025-05-07_002_B2_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B2,EntoScan,3200.0,0.16,test,True,
120,crop_2025-05-07_002_B3_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B3,EntoScan,3200.0,2.39,val,True,
121,crop_2025-05-07_002_B3_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B3,EntoScan,3200.0,2.39,val,True,
122,crop_2025-05-07_002_B3_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B3,EntoScan,3200.0,2.39,val,True,
123,crop_2025-05-07_002_B3_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B3,EntoScan,3200.0,2.39,val,True,
124,crop_2025-05-07_002_B4_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B4,EntoScan,3200.0,0.27,train,True,
125,crop_2025-05-07_002_B4_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B4,EntoScan,3200.0,0.27,train,True,
126,crop_2025-05-07_002_B4_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B4,EntoScan,3200.0,0.27,train,True,
127,crop_2025-05-07_002_B4_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B4,EntoScan,3200.0,0.27,train,True,
128,crop_2025-05-07_002_B5_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B5,EntoScan,3200.0,4.61,test,True,
129,crop_2025-05-07_002_B5_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B5,EntoScan,3200.0,4.61,test,True,
130,crop_2025-05-07_002_B5_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B5,EntoScan,3200.0,4.61,test,True,
131,crop_2025-05-07_002_B5_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B5,EntoScan,3200.0,4.61,test,True,
132,crop_2025-05-07_002_B6_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B6,EntoScan,3200.0,4.72,train,True,
133,crop_2025-05-07_002_B6_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B6,EntoScan,3200.0,4.72,train,True,
134,crop_2025-05-07_002_B6_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B6,EntoScan,3200.0,4.72,train,True,
135,crop_2025-05-07_002_B6_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_B6,EntoScan,3200.0,4.72,train,True,
136,crop_2025-05-07_002_C2_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C2,EntoScan,3200.0,0.12,train,True,
137,crop_2025-05-07_002_C2_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C2,EntoScan,3200.0,0.12,train,True,
138,crop_2025-05-07_002_C2_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C2,EntoScan,3200.0,0.12,train,True,
139,crop_2025-05-07_002_C2_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C2,EntoScan,3200.0,0.12,train,True,
140,crop_2025-05-07_002_C3_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C3,EntoScan,3200.0,2.74,train,True,
141,crop_2025-05-07_002_C3_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C3,EntoScan,3200.0,2.74,train,True,
142,crop_2025-05-07_002_C3_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C3,EntoScan,3200.0,2.74,train,True,
143,crop_2025-05-07_002_C3_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C3,EntoScan,3200.0,2.74,train,True,
144,crop_2025-05-07_002_C4_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C4,EntoScan,3200.0,0.17,train,True,
145,crop_2025-05-07_002_C4_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C4,EntoScan,3200.0,0.17,train,True,
146,crop_2025-05-07_002_C4_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C4,EntoScan,3200.0,0.17,train,True,
147,crop_2025-05-07_002_C4_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C4,EntoScan,3200.0,0.17,train,True,
148,crop_2025-05-07_002_C5_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C5,EntoScan,3200.0,0.15,train,True,
149,crop_2025-05-07_002_C5_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C5,EntoScan,3200.0,0.15,train,True,
150,crop_2025-05-07_002_C5_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C5,EntoScan,3200.0,0.15,train,True,
151,crop_2025-05-07_002_C5_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C5,EntoScan,3200.0,0.15,train,True,
152,crop_2025-05-07_002_C6_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C6,EntoScan,3200.0,1.09,train,True,
153,crop_2025-05-07_002_C6_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C6,EntoScan,3200.0,1.09,train,True,
154,crop_2025-05-07_002_C6_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C6,EntoScan,3200.0,1.09,train,True,
155,crop_2025-05-07_002_C6_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_C6,EntoScan,3200.0,1.09,train,True,
156,crop_2025-05-07_002_D1_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_D1,EntoScan,3200.0,0.1,train,True,
157,crop_2025-05-07_002_D1_15-17-50_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_D1,EntoScan,3200.0,0.1,train,True,
158,crop_2025-05-07_002_D1_15-25-41_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_D1,EntoScan,3200.0,0.1,train,True,
159,crop_2025-05-07_002_D1_15-36-02_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_D1,EntoScan,3200.0,0.1,train,True,
160,crop_2025-05-07_002_D2_15-12-54_CROPNUMBER_0_UUID_ChangeThisTEMPORARY.png,2025-05-07_002_D2,EntoScan,3200.0,0.13,train,True,
